CPU - i7-4770HQ - 4 cores / 8 threads - 2.2GHz Base - 3.4GHz Boost

M127 	0.000064	0.000066
M521 	0.000083	0.002133
M607 	0.000103	0.002858
M1279 	0.000691	0.016456
M2203 	0.001999	0.087445
M2281 	0.001922	0.102121
M3217 	0.004295	0.297973
M4253 	0.008482	0.734608
M4423 	0.009530	0.856912
M9689 	0.070036	11.209157
M9941 	0.072209	12.709115
M11213 	0.103629	18.554367
M19937 	0.420884	128.343072
M21701 	0.532773	179.790715
