CPU - i7-4770HQ - 4 cores / 8 threads - 2.2GHz Base - 3.4GHz Boost

M127 	0.000083	0.000084
M521 	0.000091	0.002269
M607 	0.000114	0.003064
M1279 	0.000445	0.015847
M2203 	0.001709	0.084215
M2281 	0.002080	0.100083
M3217 	0.004253	0.296265
M4253 	0.008547	0.740255
M4423 	0.009678	0.864246
M9689 	0.073098	11.532814
M9941 	0.075893	13.102032
M11213 	0.101002	19.031643
M19937 	0.419743	129.177639
M21701 	0.534223	180.737948
