CPU - i5-6600k - 4 cores / 4 threads - 4.5GHz 


M127 	0.000049	0.000050
M521 	0.000058	0.001457
M607 	0.000072	0.001982
M1279 	0.000314	0.011012
M2203 	0.000925	0.050723
M2281 	0.001003	0.058551
M3217 	0.002408	0.165510
M4253 	0.004761	0.402701
M4423 	0.005258	0.467346
M9689 	0.038069	6.228914
M9941 	0.040468	7.056190
M11213 	0.056614	10.299620
M19937 	0.264801	71.782593
M21701 	0.297048	100.481662
M23209 	0.352832	129.073190
M44497 	1.678373	1144.550633 - 75% faster than i7-4770HQ
